archive_id,message_id,thread_root_id,date,year,month,archive_url,normalized_author,clean_subject,primary_topic,list_function,rule_id,renou_axis,renou_code,renou_label,renou_covers,matched_term,confidence,evidence,source_url
025882,<161227068687.23782.13271432965994135478.generated@prod2.harmonylists.io>,025812,2001-03-26 22:41:41+00:00,2001,3,https://list.indology.info/pipermail/indology/2001-March/025882.html,Michael Witzel,Text layers in the Gita,Texts and philology,philological discussion,state_III,state,III,Epic & prolongements,"Mbh, Rām, Harivaṃśa, Gītā, Purāṇa, Smṛti, Tantra",Gita,subject_pattern,subject matched `Gita` using `state_III`,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
025889,<161227068677.23782.7675000354667766053.generated@prod2.harmonylists.io>,025884,2001-03-26 18:23:18+00:00,2001,3,https://list.indology.info/pipermail/indology/2001-March/025889.html,Martin Gansten,is the Gita dishonest?,Texts and philology,general discussion,state_III,state,III,Epic & prolongements,"Mbh, Rām, Harivaṃśa, Gītā, Purāṇa, Smṛti, Tantra",Gita,subject_pattern,subject matched `Gita` using `state_III`,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
025884,<161227068678.23782.7677523233050254248.generated@prod2.harmonylists.io>,025884,2001-03-26 18:56:08+00:00,2001,3,https://list.indology.info/pipermail/indology/2001-March/025884.html,Harry Spier,is the Gita dishonest?,Texts and philology,general discussion,state_III,state,III,Epic & prolongements,"Mbh, Rām, Harivaṃśa, Gītā, Purāṇa, Smṛti, Tantra",Gita,subject_pattern,subject matched `Gita` using `state_III`,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
025890,<161227068694.23782.10453593028167266578.generated@prod2.harmonylists.io>,025884,2001-03-27 01:02:44+00:00,2001,3,https://list.indology.info/pipermail/indology/2001-March/025890.html,Gunthard Mueller,Text layers in the Gita,Texts and philology,philological discussion,state_III,state,III,Epic & prolongements,"Mbh, Rām, Harivaṃśa, Gītā, Purāṇa, Smṛti, Tantra",Gita,subject_pattern,subject matched `Gita` using `state_III`,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
025883,<161227068696.23782.2797590166302690134.generated@prod2.harmonylists.io>,025867,2001-03-27 04:29:08+00:00,2001,3,https://list.indology.info/pipermail/indology/2001-March/025883.html,Venkat Kesaraju,Text layers in the Gita,Texts and philology,philological discussion,state_III,state,III,Epic & prolongements,"Mbh, Rām, Harivaṃśa, Gītā, Purāṇa, Smṛti, Tantra",Gita,subject_pattern,subject matched `Gita` using `state_III`,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
025887,<161227068685.23782.16847841211826001824.generated@prod2.harmonylists.io>,025884,2001-03-26 21:49:48+00:00,2001,3,https://list.indology.info/pipermail/indology/2001-March/025887.html,Madhav Deshpande,Text layers in the Gita,Texts and philology,philological discussion,state_III,state,III,Epic & prolongements,"Mbh, Rām, Harivaṃśa, Gītā, Purāṇa, Smṛti, Tantra",Gita,subject_pattern,subject matched `Gita` using `state_III`,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
025888,<161227068689.23782.5608857729519526664.generated@prod2.harmonylists.io>,025884,2001-03-26 23:34:14+00:00,2001,3,https://list.indology.info/pipermail/indology/2001-March/025888.html,Michael Witzel,Text layers in the Gita,Texts and philology,philological discussion,state_III,state,III,Epic & prolongements,"Mbh, Rām, Harivaṃśa, Gītā, Purāṇa, Smṛti, Tantra",Gita,subject_pattern,subject matched `Gita` using `state_III`,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
025891,<161227068699.23782.10901184907222140769.generated@prod2.harmonylists.io>,025884,2001-03-27 06:30:42+00:00,2001,3,https://list.indology.info/pipermail/indology/2001-March/025891.html,Martin Gansten,Text layers in the Gita,Texts and philology,philological discussion,state_III,state,III,Epic & prolongements,"Mbh, Rām, Harivaṃśa, Gītā, Purāṇa, Smṛti, Tantra",Gita,subject_pattern,subject matched `Gita` using `state_III`,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
025894,<161227068717.23782.11912174549139020062.generated@prod2.harmonylists.io>,025884,2001-03-27 18:09:01+00:00,2001,3,https://list.indology.info/pipermail/indology/2001-March/025894.html,Robert Zydenbos,Text layers of the Gita,Texts and philology,philological discussion,state_III,state,III,Epic & prolongements,"Mbh, Rām, Harivaṃśa, Gītā, Purāṇa, Smṛti, Tantra",Gita,subject_pattern,subject matched `Gita` using `state_III`,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
025893,<161227068703.23782.8364716737070639815.generated@prod2.harmonylists.io>,025877,2001-03-27 08:44:31+00:00,2001,3,https://list.indology.info/pipermail/indology/2001-March/025893.html,V.V. Raman,Text layers in the Gita,Texts and philology,philological discussion,state_III,state,III,Epic & prolongements,"Mbh, Rām, Harivaṃśa, Gītā, Purāṇa, Smṛti, Tantra",Gita,subject_pattern,subject matched `Gita` using `state_III`,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
025899,<161227068701.23782.6276748333250449994.generated@prod2.harmonylists.io>,025899,2001-03-27 17:31:01+00:00,2001,3,https://list.indology.info/pipermail/indology/2001-March/025899.html,Jon Skarpeid,Text layers in the Gita,Texts and philology,philological discussion,state_III,state,III,Epic & prolongements,"Mbh, Rām, Harivaṃśa, Gītā, Purāṇa, Smṛti, Tantra",Gita,subject_pattern,subject matched `Gita` using `state_III`,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
025895,<161227068705.23782.15962849959483542950.generated@prod2.harmonylists.io>,025884,2001-03-27 10:59:45+00:00,2001,3,https://list.indology.info/pipermail/indology/2001-March/025895.html,Bharat Gupt,Bhagavadgita 12.1,General scholarly discussion,general discussion,state_III,state,III,Epic & prolongements,"Mbh, Rām, Harivaṃśa, Gītā, Purāṇa, Smṛti, Tantra",Bhagavadgita,subject_pattern,subject matched `Bhagavadgita` using `state_III`,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
025901,<161227068719.23782.11104790779780567871.generated@prod2.harmonylists.io>,025884,2001-03-27 18:55:05+00:00,2001,3,https://list.indology.info/pipermail/indology/2001-March/025901.html,Yaroslav Vassilkov,Uninformed discussion on the Gita,Texts and philology,general discussion,state_III,state,III,Epic & prolongements,"Mbh, Rām, Harivaṃśa, Gītā, Purāṇa, Smṛti, Tantra",Gita,subject_pattern,subject matched `Gita` using `state_III`,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
025898,<161227068711.23782.10916421638939613380.generated@prod2.harmonylists.io>,025860,2001-03-27 17:53:42+00:00,2001,3,https://list.indology.info/pipermail/indology/2001-March/025898.html,Phillip Ernest,Text layers in the Gita,Texts and philology,philological discussion,state_III,state,III,Epic & prolongements,"Mbh, Rām, Harivaṃśa, Gītā, Purāṇa, Smṛti, Tantra",Gita,subject_pattern,subject matched `Gita` using `state_III`,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
025896,<161227068724.23782.518999170628706190.generated@prod2.harmonylists.io>,025896,2001-03-27 20:12:43+00:00,2001,3,https://list.indology.info/pipermail/indology/2001-March/025896.html,Ramesh Srinivasan,Uninformed discussion on the Gita,Texts and philology,general discussion,state_III,state,III,Epic & prolongements,"Mbh, Rām, Harivaṃśa, Gītā, Purāṇa, Smṛti, Tantra",Gita,subject_pattern,subject matched `Gita` using `state_III`,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
025902,<161227068715.23782.14054227016218836494.generated@prod2.harmonylists.io>,025860,2001-03-27 18:05:53+00:00,2001,3,https://list.indology.info/pipermail/indology/2001-March/025902.html,Dominik Wujastyk,Text layers in the Gita,Texts and philology,philological discussion,state_III,state,III,Epic & prolongements,"Mbh, Rām, Harivaṃśa, Gītā, Purāṇa, Smṛti, Tantra",Gita,subject_pattern,subject matched `Gita` using `state_III`,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
025904,<161227068726.23782.17050893341890139388.generated@prod2.harmonylists.io>,025892,2001-03-27 22:56:35+00:00,2001,3,https://list.indology.info/pipermail/indology/2001-March/025904.html,Yaroslav Vassilkov,Text layers of the Gita,Texts and philology,philological discussion,state_III,state,III,Epic & prolongements,"Mbh, Rām, Harivaṃśa, Gītā, Purāṇa, Smṛti, Tantra",Gita,subject_pattern,subject matched `Gita` using `state_III`,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
025907,<161227068739.23782.6182773644140733524.generated@prod2.harmonylists.io>,025907,2001-03-28 17:01:39+00:00,2001,3,https://list.indology.info/pipermail/indology/2001-March/025907.html,Jose Thevercad,"RSG: Needed: TRANSLATOR OF ASSAMESE ""RAMAYANA"" FOLIO",Bibliographic requests,general discussion,state_III,state,III,Epic & prolongements,"Mbh, Rām, Harivaṃśa, Gītā, Purāṇa, Smṛti, Tantra",RAMAYANA,subject_pattern,subject matched `RAMAYANA` using `state_III`,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
025907,<161227068739.23782.6182773644140733524.generated@prod2.harmonylists.io>,025907,2001-03-28 17:01:39+00:00,2001,3,https://list.indology.info/pipermail/indology/2001-March/025907.html,Jose Thevercad,"RSG: Needed: TRANSLATOR OF ASSAMESE ""RAMAYANA"" FOLIO",Bibliographic requests,general discussion,register_epic,register,epic,Epic,Epic,RAMAYANA,subject_pattern,subject matched `RAMAYANA` using `register_epic`,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
025914,<161227068732.23782.1765933210704843025.generated@prod2.harmonylists.io>,025907,2001-03-28 11:32:12+00:00,2001,3,https://list.indology.info/pipermail/indology/2001-March/025914.html,Lars Martin Fosse,Text layers in the Gita,Texts and philology,philological discussion,state_III,state,III,Epic & prolongements,"Mbh, Rām, Harivaṃśa, Gītā, Purāṇa, Smṛti, Tantra",Gita,subject_pattern,subject matched `Gita` using `state_III`,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
025919,<161227068756.23782.12156571744164857301.generated@prod2.harmonylists.io>,025919,2001-03-29 14:47:54+00:00,2001,3,https://list.indology.info/pipermail/indology/2001-March/025919.html,Dominik Wujastyk,Text layers in the Gita,Texts and philology,philological discussion,state_III,state,III,Epic & prolongements,"Mbh, Rām, Harivaṃśa, Gītā, Purāṇa, Smṛti, Tantra",Gita,subject_pattern,subject matched `Gita` using `state_III`,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
025918,<161227068753.23782.16597106851385058951.generated@prod2.harmonylists.io>,025884,2001-03-29 07:53:45+00:00,2001,3,https://list.indology.info/pipermail/indology/2001-March/025918.html,Swaminathan Madhuresan,Text layers in the Gita (fwd),Texts and philology,philological discussion,state_III,state,III,Epic & prolongements,"Mbh, Rām, Harivaṃśa, Gītā, Purāṇa, Smṛti, Tantra",Gita,subject_pattern,subject matched `Gita` using `state_III`,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
025922,<161227068760.23782.18076011570070303365.generated@prod2.harmonylists.io>,025922,2001-03-29 19:19:20+00:00,2001,3,https://list.indology.info/pipermail/indology/2001-March/025922.html,Phillip Ernest,Text layers in the Gita,Texts and philology,philological discussion,state_III,state,III,Epic & prolongements,"Mbh, Rām, Harivaṃśa, Gītā, Purāṇa, Smṛti, Tantra",Gita,subject_pattern,subject matched `Gita` using `state_III`,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
025920,<161227068762.23782.13006283013250987744.generated@prod2.harmonylists.io>,025884,2001-03-29 19:47:37+00:00,2001,3,https://list.indology.info/pipermail/indology/2001-March/025920.html,Lakshmi Srinivas,Text layers in the Gita,Texts and philology,philological discussion,state_III,state,III,Epic & prolongements,"Mbh, Rām, Harivaṃśa, Gītā, Purāṇa, Smṛti, Tantra",Gita,subject_pattern,subject matched `Gita` using `state_III`,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
025925,<161227068768.23782.12235416256382912168.generated@prod2.harmonylists.io>,025925,2001-03-29 23:58:25+00:00,2001,3,https://list.indology.info/pipermail/indology/2001-March/025925.html,B. Reusch,Story of a Ph.D.,General scholarly discussion,general discussion,register_katha,register,katha,Kathā,Kathā,Story,subject_pattern,subject matched `Story` using `register_katha`,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
025928,<161227068774.23782.1764942723304666204.generated@prod2.harmonylists.io>,025884,2001-03-30 16:07:28+00:00,2001,3,https://list.indology.info/pipermail/indology/2001-March/025928.html,Puthusseri Ramachandran,Text layers in the Gita,Texts and philology,philological discussion,state_III,state,III,Epic & prolongements,"Mbh, Rām, Harivaṃśa, Gītā, Purāṇa, Smṛti, Tantra",Gita,subject_pattern,subject matched `Gita` using `state_III`,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
025936,<161227068797.23782.16456443292159100252.generated@prod2.harmonylists.io>,025922,2001-03-31 15:47:21+00:00,2001,3,https://list.indology.info/pipermail/indology/2001-March/025936.html,ravindran sri,Gita translaion in world languages,Texts and philology,general discussion,state_III,state,III,Epic & prolongements,"Mbh, Rām, Harivaṃśa, Gītā, Purāṇa, Smṛti, Tantra",Gita,subject_pattern,subject matched `Gita` using `state_III`,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
025947,<161227068817.23782.5135236227566532625.generated@prod2.harmonylists.io>,025944,2001-04-01 15:50:11+00:00,2001,4,https://list.indology.info/pipermail/indology/2001-April/025947.html,Lubomir Ondracka,Text layers in the Gita,Texts and philology,philological discussion,state_III,state,III,Epic & prolongements,"Mbh, Rām, Harivaṃśa, Gītā, Purāṇa, Smṛti, Tantra",Gita,subject_pattern,subject matched `Gita` using `state_III`,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
025955,<161227068829.23782.8746089999866093966.generated@prod2.harmonylists.io>,025955,2001-04-03 00:02:56+00:00,2001,4,https://list.indology.info/pipermail/indology/2001-April/025955.html,Michael Witzel,New EJVS: WESTWARD HO! Talageri's Rgveda...,Veda and ritual,general discussion,state_I,state,I,Vedic,"Saṃhitā, Brāhmaṇa, Upaniṣad, Sūtra, Vedāṅga",Rgveda,subject_pattern,subject matched `Rgveda` using `state_I`,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
025955,<161227068829.23782.8746089999866093966.generated@prod2.harmonylists.io>,025955,2001-04-03 00:02:56+00:00,2001,4,https://list.indology.info/pipermail/indology/2001-April/025955.html,Michael Witzel,New EJVS: WESTWARD HO! Talageri's Rgveda...,Veda and ritual,general discussion,register_rgveda,register,rgveda,Ṛgveda,Ṛgveda,Rgveda,subject_pattern,subject matched `Rgveda` using `register_rgveda`,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
025967,<161227068858.23782.14876562241934957727.generated@prod2.harmonylists.io>,025961,2001-04-04 19:01:44+00:00,2001,4,https://list.indology.info/pipermail/indology/2001-April/025967.html,Dominik Wujastyk,Wanderlust of the RV Tribes,General scholarly discussion,general discussion,register_rgveda,register,rgveda,Ṛgveda,Ṛgveda,RV,subject_pattern,subject matched `RV` using `register_rgveda`,https://github.com/gasyoun/SanskritLexicography/blob/master/RussianTranslation/RENOU.md
