normalized_author,author_id,message_count,thread_count,first_year,last_year,top_topic,top_list_function,resolved_replies_sent,resolved_replies_received,author_status
Sandeep H,indology-author-090f7c4a15,2,2,2000,2000,General scholarly discussion,general discussion,0,0,confirmed
Sanjay Bajaj,indology-author-2f5de0d48d,2,2,2000,2000,History and culture,general discussion,0,0,confirmed
Sanjay Goel,indology-author-a2226ca74c,2,2,2001,2001,General scholarly discussion,general discussion,0,0,confirmed
Sanjeev Bhasin,indology-author-f1d134d079,2,2,1999,1999,General scholarly discussion,general discussion,0,0,confirmed
Saravina at aol.com,indology-author-ffbbf38199,2,2,1995,1995,General scholarly discussion,general discussion,1,0,needs_review
"Sarbacker, Stuart",indology-author-b0e0f11a0c,2,2,2025,2026,Announcements and events,announcement/event,2,0,confirmed
Saroja Bhate,indology-author-18b9b9302e,2,2,1998,1998,General scholarly discussion,general discussion,0,10,confirmed
Satinsky Sieber Ruth,indology-author-c9097a7d71,2,2,2015,2015,General scholarly discussion,general discussion,0,1,confirmed
Satish K. Tiwary,indology-author-c4a07d500c,2,2,2000,2000,General scholarly discussion,general discussion,2,0,confirmed
Selva Selvakumar,indology-author-66233278b2,2,2,1999,1999,General scholarly discussion,general discussion,2,0,confirmed
Shalin,indology-author-2bc2e414fa,2,2,1994,1995,Bibliographic requests,general discussion,0,0,needs_review
Sherab Ebin,indology-author-c59746f666,2,2,2001,2001,General scholarly discussion,general discussion,1,0,confirmed
Shilpa Sumant,indology-author-9957ebe51d,2,2,2023,2023,General scholarly discussion,general discussion,0,2,confirmed
Shirin Khokhariwal,indology-author-2f1f9c9de4,2,2,1999,1999,General scholarly discussion,general discussion,1,0,confirmed
Shishir Saxena,indology-author-59321e0234,2,2,2022,2022,Announcements and events,job/position,0,0,confirmed
"Simmons, Caleb - (calebsimmons)",indology-author-82b5043580,2,2,2018,2020,Announcements and events,announcement/event,0,0,confirmed
"Skora, Kerry",indology-author-3583fe784b,2,2,2004,2004,General scholarly discussion,general discussion,1,1,confirmed
"Slouber, Michael J.",indology-author-48ebf51e17,2,2,2012,2012,General scholarly discussion,general discussion,2,0,confirmed
Soar Adrian,indology-author-81758b442d,2,2,1999,1999,General scholarly discussion,general discussion,0,1,confirmed
Society for Asian & Comparative Philosophy,indology-author-a20f9179e0,2,2,2000,2000,General scholarly discussion,general discussion,0,1,confirmed
Soneji,indology-author-0e72b73a5b,2,2,1998,1999,General scholarly discussion,general discussion,0,0,needs_review
Sonya Rhie Mace,indology-author-b582cdd60e,2,2,2024,2025,Announcements and events,general discussion,1,0,confirmed
Srini Acharya,indology-author-716fcc8dc6,2,2,2021,2022,Announcements and events,announcement/event,0,0,confirmed
Srinivasa Rao,indology-author-4dce57b7cf,2,2,1998,1998,General scholarly discussion,general discussion,0,1,confirmed
Steiner Roland,indology-author-f083100159,2,2,1996,1996,General scholarly discussion,general discussion,2,0,confirmed
Stephen Roach & Fabrizia Baldissera,indology-author-969ef40105,2,2,1999,1999,General scholarly discussion,general discussion,0,0,confirmed
Steve Bonine,indology-author-18d611851e,2,2,1995,1995,General scholarly discussion,general discussion,0,0,confirmed
Subhamoy Das,indology-author-fcb7c5153f,2,2,2000,2000,General scholarly discussion,general discussion,0,0,confirmed
Subra_Suresh.stu at rxg.xerox.com,indology-author-2b98bdaf52,2,2,1993,1993,General scholarly discussion,general discussion,0,0,needs_review
Suresh Madhu,indology-author-3f4e2cd087,2,2,1993,1995,Bibliographic requests,bibliographic request,1,1,confirmed
Svetlana Sotskova,indology-author-5a73cc6f26,2,2,2006,2006,Announcements and events,announcement/event,0,0,confirmed
TMCQ at vax1.miu.edu,indology-author-e53b1bd45e,2,2,1996,1996,General scholarly discussion,general discussion,0,4,needs_review
Takashima Jun,indology-author-7cb7b1d1a6,2,2,1997,1999,General scholarly discussion,general discussion,2,0,confirmed
Tao Pan,indology-author-3cf252d92d,2,2,2022,2022,Grammar and linguistics,philological discussion,2,0,confirmed
Thomas Ridgeway,indology-author-29a918aeff,2,2,1992,1995,General scholarly discussion,general discussion,0,0,confirmed
Tibor Kovacs,indology-author-7c1ac19376,2,2,1998,1998,General scholarly discussion,general discussion,1,1,confirmed
Tomo Kono,indology-author-49e5f13d12,2,2,2007,2007,Digital resources and tools,digital resource/tool,0,0,confirmed
Tomoyuki Hori,indology-author-5cdedb2db2,2,2,2000,2001,General scholarly discussion,general discussion,0,2,confirmed
Tomoyuki Kono,indology-author-bf806e987f,2,2,2008,2013,Digital resources and tools,digital resource/tool,0,0,confirmed
"Tran, Phong",indology-author-1d9b91b785,2,2,2020,2023,Announcements and events,identification/help request,2,1,confirmed
Travis L. Smith,indology-author-837cb1cca2,2,2,2016,2016,General scholarly discussion,general discussion,2,1,confirmed
U. Berner,indology-author-92277a88e3,2,2,1995,1995,General scholarly discussion,general discussion,2,0,confirmed
Unnata Pragya,indology-author-572ce307e3,2,2,2015,2015,Announcements and events,announcement/event,0,0,confirmed
Ute Almoneit,indology-author-3ae1d221df,2,2,1998,1999,Bibliographic requests,general discussion,0,0,confirmed
VB,indology-author-a72009d09f,2,2,1996,1997,General scholarly discussion,general discussion,2,0,needs_review
Venkat Kesaraju,indology-author-93c47020b3,2,2,2001,2001,General scholarly discussion,general discussion,2,0,confirmed
Vera Lazzaretti,indology-author-58cdd2b1b9,2,2,2015,2016,Announcements and events,announcement/event,0,0,confirmed
Vickie L. Banks,indology-author-661d46b54a,2,2,1992,1992,General scholarly discussion,general discussion,0,2,confirmed
Vickie.Banks,indology-author-910987228c,2,2,1991,1992,Digital resources and tools,digital resource/tool,1,0,needs_review
Vilok (V.) Kusumakar,indology-author-94d3c566e1,2,2,1992,1992,General scholarly discussion,general discussion,1,0,confirmed
Vivek Dwivedi,indology-author-5acf6d99aa,2,2,1992,1992,General scholarly discussion,general discussion,0,3,confirmed
W Trimble,indology-author-5b3d3585a6,2,2,1997,1997,General scholarly discussion,general discussion,1,1,confirmed
What's In a Name?,indology-author-9e803c72a8,2,2,1995,1995,General scholarly discussion,general discussion,1,0,confirmed
William Mahony,indology-author-320e9d9c6a,2,2,2005,2005,Announcements and events,general discussion,0,0,confirmed
Yannick Lambert,indology-author-448f962982,2,2,2024,2025,Announcements and events,announcement/event,1,0,confirmed
Yashwant,indology-author-0754da027c,2,2,2000,2000,General scholarly discussion,general discussion,1,0,needs_review
Yoshi Onishi,indology-author-183b99a1ce,2,2,1998,1998,General scholarly discussion,general discussion,1,0,confirmed
Z Y,indology-author-dc8d9260ce,2,2,2017,2018,General scholarly discussion,general discussion,2,0,needs_review
Zesheng He,indology-author-eb5f2f6208,2,2,1996,1999,General scholarly discussion,general discussion,1,1,confirmed
a2795850 at smail1.rrz.Uni-Koeln.DE,indology-author-a1ff1ea1f8,2,2,1997,1997,General scholarly discussion,general discussion,2,0,needs_review
ac161 at leo.nmc.edu,indology-author-02e3d624ee,2,2,1994,1994,General scholarly discussion,general discussion,0,2,needs_review
ajaykrao at UCHICAGO.EDU,indology-author-c7c78c61a8,2,2,2006,2007,General scholarly discussion,general discussion,0,0,needs_review
alessandro graheli,indology-author-e1b78df97c,2,2,2008,2009,Digital resources and tools,digital resource/tool,1,1,confirmed
apsss at uohyd.ernet.in,indology-author-bb22d2f5cc,2,2,1996,1996,Digital resources and tools,digital resource/tool,2,0,needs_review
asha,indology-author-b8797b3406,2,2,1995,1995,General scholarly discussion,general discussion,0,1,needs_review
avillarr at is.dal.ca,indology-author-1cd6881e56,2,2,1996,1997,General scholarly discussion,general discussion,0,0,needs_review
bahulkar,indology-author-a6c3be64a6,2,2,1999,1999,General scholarly discussion,general discussion,1,0,needs_review
bala at biomechanics.asri.edu,indology-author-ca4fe10073,2,2,1996,1996,General scholarly discussion,general discussion,1,4,needs_review
bc4s-nmr at asahi-net.or.jp,indology-author-225db71b27,2,2,1996,1997,Digital resources and tools,digital resource/tool,0,4,needs_review
bhatcher at titan.iwu.edu,indology-author-7517e5e6f6,2,2,1994,1995,Bibliographic requests,general discussion,0,1,needs_review
bhikkhunī Dhammadinnā,indology-author-46d6bad278,2,2,2017,2017,Bibliographic requests,bibliographic request,0,1,confirmed
buddha at leland.Stanford.EDU,indology-author-166942f105,2,2,1993,1993,General scholarly discussion,general discussion,0,0,needs_review
carolyn-b-brown at uiowa.edu,indology-author-d74d8185d7,2,2,1996,1996,Announcements and events,announcement/event,2,0,needs_review
cbond at sas.upenn.edu,indology-author-c725f741ea,2,2,1997,1997,General scholarly discussion,general discussion,0,1,needs_review
cr,indology-author-ccd8c15938,2,2,1995,1995,Bibliographic requests,general discussion,1,0,needs_review
dmitry at quant.stu.neva.ru,indology-author-41c06194ee,2,2,1997,1997,General scholarly discussion,general discussion,2,0,needs_review
drdj at mail.utexas.edu,indology-author-ce8b047677,2,2,1994,1994,General scholarly discussion,general discussion,0,0,needs_review
falk at fub46.zedat.fu-berlin.de,indology-author-49e6c53ede,2,2,1995,1995,General scholarly discussion,general discussion,1,1,needs_review
franceschini.marco at fastwebnet.it,indology-author-4e5f189253,2,2,2008,2009,General scholarly discussion,general discussion,1,0,needs_review
frr2897 at garnet.acns.fsu.edu,indology-author-9ae4caf9c8,2,2,1996,1996,Buddhism and Jainism,digital resource/tool,0,2,needs_review
girish at sisna.com,indology-author-b5bb6a53eb,2,2,1996,1996,General scholarly discussion,general discussion,0,0,needs_review
hipbone at earthlink.net,indology-author-3c78f619e6,2,2,1995,1995,General scholarly discussion,general discussion,0,1,needs_review
hshah at ccmail.muller.com,indology-author-283e8da818,2,2,1995,1995,Digital resources and tools,digital resource/tool,1,1,needs_review
iao,indology-author-d41be4f616,2,2,1997,1997,General scholarly discussion,general discussion,2,0,needs_review
ibric at sri.lanka.net,indology-author-93a988a490,2,2,1996,1996,Announcements and events,announcement/event,0,0,needs_review
indobib at indoger.unizh.ch,indology-author-6b642796a9,2,2,1995,1995,General scholarly discussion,general discussion,0,0,needs_review
indtimes at del2,indology-author-69298e49e1,2,2,1999,1999,General scholarly discussion,general discussion,2,0,needs_review
isabelle.onians at CLAYSANSKRITLIBRARY.ORG,indology-author-d067166836,2,2,2004,2004,General scholarly discussion,general discussion,0,0,needs_review
j. villeneuve,indology-author-b017e18b61,2,2,2000,2000,General scholarly discussion,general discussion,0,12,confirmed
j.e.braarvig at iks.uio.no,indology-author-1a140a6bdc,2,2,1997,1997,General scholarly discussion,general discussion,0,3,needs_review
jage at loc.gov,indology-author-00634565ac,2,2,1994,1994,General scholarly discussion,general discussion,1,0,needs_review
jan,indology-author-14e793d896,2,2,2000,2000,General scholarly discussion,general discussion,0,3,needs_review
janus005 at maroon.tc.umn.edu,indology-author-5c91939cd0,2,2,1995,1995,General scholarly discussion,general discussion,0,0,needs_review
jaybee,indology-author-8ad5706f09,2,2,1999,1999,General scholarly discussion,general discussion,2,0,needs_review
jayesh at hedge.hw.stratus.com,indology-author-24f51a86ee,2,2,1994,1994,General scholarly discussion,general discussion,0,1,needs_review
jens.braarvig at inl.uio.no,indology-author-78d9b9463b,2,2,1994,1995,General scholarly discussion,general discussion,0,0,needs_review
jfstaal,indology-author-f2542309f3,2,2,2005,2005,General scholarly discussion,general discussion,0,1,needs_review
jgardner at blue.weeg.uiowa.edu,indology-author-b783b32a73,2,2,1996,1996,General scholarly discussion,general discussion,2,0,needs_review
jkirk at micron.net\,indology-author-57b1754093,2,2,1997,1997,General scholarly discussion,general discussion,1,0,needs_review
jneuss,indology-author-15c564eb24,2,2,1999,1999,General scholarly discussion,general discussion,0,4,needs_review
jp_stephens,indology-author-178516d0a3,2,2,1998,1998,General scholarly discussion,general discussion,1,0,needs_review
kalluri at dahlgren-19.Eng.Sun.COM,indology-author-951bc2584d,2,2,1995,1995,General scholarly discussion,general discussion,1,0,needs_review
kaushik bhaumik,indology-author-0436df3943,2,2,2000,2000,General scholarly discussion,general discussion,1,0,confirmed
kharimot at sas.upenn.edu,indology-author-435d6499f1,2,2,1995,1997,General scholarly discussion,general discussion,0,2,needs_review
kmcgrath at fas.harvard.edu,indology-author-cf6fb18cd0,2,2,2013,2015,General scholarly discussion,general discussion,2,0,needs_review
kpadmaso at spc-srv-a.efit.elcm.eds.com,indology-author-b96daf5fec,2,2,1995,1996,General scholarly discussion,general discussion,1,0,needs_review
kr,indology-author-faf8d203b3,2,2,2001,2001,General scholarly discussion,general discussion,1,0,needs_review
l.m.fosse at NO.UIO.EASTEUR-ORIENT,indology-author-cef8f50669,2,2,1992,1992,General scholarly discussion,general discussion,0,0,needs_review
levinesa at HUGSE1.HARVARD.EDU,indology-author-36393acfd3,2,2,1995,1996,Bibliographic requests,general discussion,1,0,needs_review
lmfosse at GETMAIL.NO,indology-author-e2d22aee6a,2,2,2012,2012,General scholarly discussion,general discussion,1,0,needs_review
martinez,indology-author-abec35bb4d,2,2,1997,1997,General scholarly discussion,general discussion,0,0,needs_review
mikal radford,indology-author-1b0acfebc9,2,2,1996,1996,Grammar and linguistics,general discussion,2,0,confirmed
mohkam,indology-author-7d92419f24,2,2,2000,2000,General scholarly discussion,general discussion,1,1,needs_review
mudra at inch.com,indology-author-c4727c1b87,2,2,1996,1996,General scholarly discussion,general discussion,0,3,needs_review
niccd at pcnet.ro,indology-author-545bad8103,2,2,1996,1996,General scholarly discussion,general discussion,0,2,needs_review
nick.allen at anthropology.oxford.ac.uk,indology-author-bd62523f89,2,2,1996,1996,General scholarly discussion,general discussion,2,0,needs_review
pbilimor,indology-author-ee6a701a5e,2,2,1995,1995,General scholarly discussion,general discussion,0,1,needs_review
pesch at indoger.unizh.ch,indology-author-4a65a77b8c,2,2,1994,1995,Announcements and events,announcement/event,0,1,needs_review
pgm at ukc.ac.uk,indology-author-a48ad5c759,2,2,1993,1993,General scholarly discussion,general discussion,0,2,needs_review
phijag at nus.sg,indology-author-da088d1275,2,2,1995,1995,General scholarly discussion,general discussion,0,0,needs_review
ppsmb,indology-author-de6c1a346c,2,2,2001,2001,General scholarly discussion,general discussion,1,0,needs_review
pradeep mittal,indology-author-1c8875d045,2,2,1999,2000,General scholarly discussion,general discussion,1,0,confirmed
rblinderman at g.harvard.edu,indology-author-9eeec02c9f,2,2,2020,2021,Bibliographic requests,bibliographic request,2,0,needs_review
rsinclai at nsf.gov,indology-author-96b79d9b62,2,2,1995,1995,General scholarly discussion,general discussion,2,0,needs_review
rum at hotlan.att.com,indology-author-756ec7762c,2,2,1994,1994,Announcements and events,general discussion,1,1,needs_review
saradesh,indology-author-546a3421b4,2,2,1999,2000,General scholarly discussion,general discussion,0,0,needs_review
sghosh1 at PO-Box.McGill.CA,indology-author-4e26839f61,2,2,1996,1996,General scholarly discussion,general discussion,1,0,needs_review
